State,year,week,ILITOTAL
Colorado,2015,44,11
Georgia,2015,44,370
Illinois,2015,44,920
New York,2015,44,89
Pennsylvania,2015,44,246
Texas,2015,44,1143
Washington,2015,44,24
Arizona,2015,45,438
California,2015,45,782
Colorado,2015,45,15
Georgia,2015,45,344
Illinois,2015,45,1020
New York,2015,45,97
Pennsylvania,2015,45,248
Texas,2015,45,1214
Washington,2015,45,21
Arizona,2015,46,496
California,2015,46,996
Colorado,2015,46,21
Georgia,2015,46,431
Illinois,2015,46,978
New York,2015,46,159
Pennsylvania,2015,46,240
Texas,2015,46,1266
Washington,2015,46,22
Arizona,2015,47,348
California,2015,47,687
Colorado,2015,47,15
Georgia,2015,47,326
Illinois,2015,47,830
New York,2015,47,78
Pennsylvania,2015,47,214
Texas,2015,47,1071
Washington,2015,47,7
Arizona,2015,48,566
California,2015,48,936
Colorado,2015,48,18
Georgia,2015,48,367
Illinois,2015,48,1057
New York,2015,48,141
Pennsylvania,2015,48,251
Texas,2015,48,1411
Washington,2015,48,15
Arizona,2015,49,503
California,2015,49,938
Colorado,2015,49,32
Georgia,2015,49,406
Illinois,2015,49,1119
New York,2015,49,178
Pennsylvania,2015,49,284
Texas,2015,49,1320
Washington,2015,49,27
Arizona,2015,50,472
California,2015,50,856
Colorado,2015,50,18
Georgia,2015,50,729
Illinois,2015,50,1008
New York,2015,50,129
Pennsylvania,2015,50,298
Texas,2015,50,1391
Washington,2015,50,19
Arizona,2015,51,485
California,2015,51,723
Colorado,2015,51,27
Georgia,2015,51,756
Illinois,2015,51,1041
New York,2015,51,126
Pennsylvania,2015,51,207
Texas,2015,51,1110
Washington,2015,51,13
Arizona,2015,52,395
California,2015,52,806
Colorado,2015,52,23
Georgia,2015,52,687
Illinois,2015,52,1034
New York,2015,52,99
Pennsylvania,2015,52,288
Texas,2015,52,1274
Washington,2015,52,20
Arizona,2016,1,644
California,2016,1,1077
Colorado,2016,1,37
Georgia,2016,1,587
Illinois,2016,1,1178
New York,2016,1,92
Pennsylvania,2016,1,295
Texas,2016,1,1282
Washington,2016,1,25
Arizona,2016,2,678
California,2016,2,1043
Colorado,2016,2,34
Georgia,2016,2,537
Illinois,2016,2,1217
New York,2016,2,205
Pennsylvania,2016,2,288
Texas,2016,2,1164
Washington,2016,2,38
Arizona,2016,3,666
California,2016,3,1097
Colorado,2016,3,34
Georgia,2016,3,625
Illinois,2016,3,1238
New York,2016,3,155
Pennsylvania,2016,3,294
Texas,2016,3,1318
Washington,2016,3,49
Arizona,2016,4,778
California,2016,4,1347
Colorado,2016,4,35
Georgia,2016,4,623
Illinois,2016,4,1402
New York,2016,4,167
Pennsylvania,2016,4,385
Texas,2016,4,1551
Washington,2016,4,56
Arizona,2016,5,892
California,2016,5,1600
Colorado,2016,5,35
Georgia,2016,5,682
Illinois,2016,5,1551
New York,2016,5,191
Pennsylvania,2016,5,389
Texas,2016,5,1512
Washington,2016,5,76
Arizona,2016,6,1297
California,2016,6,1882
Colorado,2016,6,52
Georgia,2016,6,716
Illinois,2016,6,1699
New York,2016,6,273
Pennsylvania,2016,6,368
Texas,2016,6,1816
Washington,2016,6,93
Arizona,2016,7,1181
California,2016,7,1893
Colorado,2016,7,56
Georgia,2016,7,928
Illinois,2016,7,2003
New York,2016,7,172
Pennsylvania,2016,7,294
Texas,2016,7,2035
Washington,2016,7,120
Arizona,2016,8,1181
California,2016,8,1859
Colorado,2016,8,66
Georgia,2016,8,1045
Illinois,2016,8,1989
New York,2016,8,288
Pennsylvania,2016,8,438
Texas,2016,8,1147
Washington,2016,8,127
Arizona,2016,9,1251
California,2016,9,1804
Colorado,2016,9,63
Georgia,2016,9,1141
Illinois,2016,9,2162
New York,2016,9,357
Pennsylvania,2016,9,484
Texas,2016,9,1203
Washington,2016,9,87
Arizona,2016,10,819
California,2016,10,1636
Colorado,2016,10,67
Georgia,2016,10,1323
Illinois,2016,10,2093
New York,2016,10,366
Pennsylvania,2016,10,519
Texas,2016,10,941
Washington,2016,10,75
Arizona,2016,11,813
California,2016,11,1293
Colorado,2016,11,64
Georgia,2016,11,993
Illinois,2016,11,1642
New York,2016,11,346
Pennsylvania,2016,11,458
Texas,2016,11,749
Washington,2016,11,44
Arizona,2016,12,731
California,2016,12,1201
Colorado,2016,12,62
Georgia,2016,12,1101
Illinois,2016,12,1335
New York,2016,12,278
Pennsylvania,2016,12,463
Texas,2016,12,777
Washington,2016,12,71
Arizona,2016,13,528
California,2016,13,1053
Colorado,2016,13,43
Georgia,2016,13,1068
Illinois,2016,13,1246
New York,2016,13,113
Pennsylvania,2016,13,361
Texas,2016,13,760
Washington,2016,13,66
Arizona,2016,14,611
California,2016,14,938
Colorado,2016,14,43
Georgia,2016,14,873
Illinois,2016,14,1029
New York,2016,14,97
Pennsylvania,2016,14,283
Texas,2016,14,569
Washington,2016,14,57
Arizona,2016,15,594
California,2016,15,855
Colorado,2016,15,42
Georgia,2016,15,770
Illinois,2016,15,955
New York,2016,15,118
Pennsylvania,2016,15,288
Texas,2016,15,789
Washington,2016,15,42
Arizona,2016,16,581
California,2016,16,710
Colorado,2016,16,40
Georgia,2016,16,498
Illinois,2016,16,894
New York,2016,16,79
Pennsylvania,2016,16,306
Texas,2016,16,846
Washington,2016,16,22
Arizona,2016,17,476
California,2016,17,711
Colorado,2016,17,37
Georgia,2016,17,685
Illinois,2016,17,800
New York,2016,17,68
Pennsylvania,2016,17,305
Texas,2016,17,747
Washington,2016,17,31
Arizona,2016,18,387
California,2016,18,726
Colorado,2016,18,22
Georgia,2016,18,646
Illinois,2016,18,664
New York,2016,18,55
Pennsylvania,2016,18,214
Texas,2016,18,617
Washington,2016,18,20
Arizona,2016,19,362
California,2016,19,586
Colorado,2016,19,25
Georgia,2016,19,642
Illinois,2016,19,699
New York,2016,19,31
Pennsylvania,2016,19,172
Texas,2016,19,472
Washington,2016,19,16
Arizona,2016,20,363
California,2016,20,527
Colorado,2016,20,22
Georgia,2016,20,669
Illinois,2016,20,636
New York,2016,20,23
Pennsylvania,2016,20,155
Texas,2016,20,459
Washington,2016,20,15
Arizona,2016,21,299
California,2016,21,515
Colorado,2016,21,16
Georgia,2016,21,628
Illinois,2016,21,540
New York,2016,21,8
Pennsylvania,2016,21,144
Texas,2016,21,518
Washington,2016,21,8
Arizona,2016,22,238
California,2016,22,417
Colorado,2016,22,9
Georgia,2016,22,556
Illinois,2016,22,513
New York,2016,22,0
Pennsylvania,2016,22,136
Texas,2016,22,395
Washington,2016,22,8
Arizona,2016,23,302
California,2016,23,440
Colorado,2016,23,19
Georgia,2016,23,448
Illinois,2016,23,395
New York,2016,23,0
Pennsylvania,2016,23,123
Texas,2016,23,276
Washington,2016,23,13
Arizona,2016,24,313
California,2016,24,395
Colorado,2016,24,18
Georgia,2016,24,436
Illinois,2016,24,310
New York,2016,24,2
Pennsylvania,2016,24,95
Texas,2016,24,362
Washington,2016,24,8
Arizona,2016,25,159
California,2016,25,376
Colorado,2016,25,12
Georgia,2016,25,338
Illinois,2016,25,346
New York,2016,25,1
Pennsylvania,2016,25,102
Texas,2016,25,316
Washington,2016,25,6
Arizona,2016,26,165
California,2016,26,381
Colorado,2016,26,10
Georgia,2016,26,340
Illinois,2016,26,355
New York,2016,26,1
Pennsylvania,2016,26,99
Texas,2016,26,297
Washington,2016,26,5
Arizona,2016,27,139
California,2016,27,299
Colorado,2016,27,8
Georgia,2016,27,369
Illinois,2016,27,289
New York,2016,27,0
Pennsylvania,2016,27,71
Texas,2016,27,248
Washington,2016,27,6
Arizona,2016,28,147
California,2016,28,324
Colorado,2016,28,10
Georgia,2016,28,301
Illinois,2016,28,317
New York,2016,28,2
Pennsylvania,2016,28,79
Texas,2016,28,189
Washington,2016,28,7
Arizona,2016,29,160
California,2016,29,269
Colorado,2016,29,12
Georgia,2016,29,269
Illinois,2016,29,307
New York,2016,29,0
Pennsylvania,2016,29,86
Texas,2016,29,239
Washington,2016,29,5
Arizona,2016,30,137
California,2016,30,262
Colorado,2016,30,7
Georgia,2016,30,276
Illinois,2016,30,295
New York,2016,30,0
Pennsylvania,2016,30,83
Texas,2016,30,261
Washington,2016,30,6
Arizona,2016,31,150
California,2016,31,246
Colorado,2016,31,9
Georgia,2016,31,271
Illinois,2016,31,267
New York,2016,31,2
Pennsylvania,2016,31,76
Texas,2016,31,216
Washington,2016,31,3
Arizona,2016,32,58
California,2016,32,267
Colorado,2016,32,10
Georgia,2016,32,419
Illinois,2016,32,263
New York,2016,32,0
Pennsylvania,2016,32,87
Texas,2016,32,209
Washington,2016,32,3
Arizona,2016,33,80
California,2016,33,310
Colorado,2016,33,9
Georgia,2016,33,580
Illinois,2016,33,275
New York,2016,33,3
Pennsylvania,2016,33,74
Texas,2016,33,224
Washington,2016,33,4
Arizona,2016,34,97
California,2016,34,342
Colorado,2016,34,16
Georgia,2016,34,668
Illinois,2016,34,327
New York,2016,34,1
Pennsylvania,2016,34,80
Texas,2016,34,336
Washington,2016,34,5
Arizona,2016,35,100
California,2016,35,447
Colorado,2016,35,53
Georgia,2016,35,618
Illinois,2016,35,315
New York,2016,35,0
Pennsylvania,2016,35,141
Texas,2016,35,423
Washington,2016,35,2
Arizona,2016,36,65
California,2016,36,398
Colorado,2016,36,21
Georgia,2016,36,597
Illinois,2016,36,396
New York,2016,36,3
Pennsylvania,2016,36,112
Texas,2016,36,534
Washington,2016,36,4
Arizona,2016,37,74
California,2016,37,604
Colorado,2016,37,40
Georgia,2016,37,638
Illinois,2016,37,516
New York,2016,37,9
Pennsylvania,2016,37,93
Texas,2016,37,509
Washington,2016,37,6
Arizona,2016,38,84
California,2016,38,624
Colorado,2016,38,31
Georgia,2016,38,709
Illinois,2016,38,497
New York,2016,38,2
Pennsylvania,2016,38,107
Texas,2016,38,367
Washington,2016,38,7
Arizona,2016,39,105
California,2016,39,636
Colorado,2016,39,32
Georgia,2016,39,649
Illinois,2016,39,623
New York,2016,39,8
Pennsylvania,2016,39,127
Texas,2016,39,400
Washington,2016,39,7
Arizona,2016,40,309
California,2016,40,668
Colorado,2016,40,22
Georgia,2016,40,903
Illinois,2016,40,640
New York,2016,40,115
Pennsylvania,2016,40,141
Texas,2016,40,654
Washington,2016,40,18
Arizona,2016,41,262
California,2016,41,760
Colorado,2016,41,44
Georgia,2016,41,1065
Illinois,2016,41,571
New York,2016,41,141
Pennsylvania,2016,41,121
Texas,2016,41,571
Washington,2016,41,15
Arizona,2016,42,321
California,2016,42,812
Colorado,2016,42,43
Georgia,2016,42,1114
Illinois,2016,42,743
New York,2016,42,175
Pennsylvania,2016,42,150
Texas,2016,42,541
Washington,2016,42,20
Arizona,2016,43,303
California,2016,43,833
Colorado,2016,43,37
Georgia,2016,43,1105
Illinois,2016,43,742
New York,2016,43,146
Pennsylvania,2016,43,142
Texas,2016,43,589
Washington,2016,43,23
Arizona,2016,44,265
California,2016,44,849
Colorado,2016,44,15
Georgia,2016,44,1334
Illinois,2016,44,804
New York,2016,44,148
Pennsylvania,2016,44,177
Texas,2016,44,581
Washington,2016,44,19
Arizona,2016,45,245
California,2016,45,942
Colorado,2016,45,28
Georgia,2016,45,1434
Illinois,2016,45,827
New York,2016,45,194
Pennsylvania,2016,45,187
Texas,2016,45,607
Washington,2016,45,21
Arizona,2016,46,389
California,2016,46,993
Colorado,2016,46,41
Georgia,2016,46,1440
Illinois,2016,46,899
New York,2016,46,182
Pennsylvania,2016,46,186
Texas,2016,46,673
Washington,2016,46,28
Arizona,2016,47,218
California,2016,47,865
Colorado,2016,47,17
Georgia,2016,47,1505
Illinois,2016,47,744
New York,2016,47,194
Pennsylvania,2016,47,139
Texas,2016,47,550
Washington,2016,47,21
Arizona,2016,48,333
California,2016,48,1091
Colorado,2016,48,67
Georgia,2016,48,1538
Illinois,2016,48,860
New York,2016,48,261
Pennsylvania,2016,48,173
Texas,2016,48,696
Washington,2016,48,30
Arizona,2016,49,396
California,2016,49,1114
Colorado,2016,49,49
Georgia,2016,49,1486
Illinois,2016,49,894
New York,2016,49,223
Pennsylvania,2016,49,208
Texas,2016,49,816
Washington,2016,49,23
Arizona,2016,50,550
California,2016,50,1190
Colorado,2016,50,53
Georgia,2016,50,1544
Illinois,2016,50,943
New York,2016,50,208
Pennsylvania,2016,50,234
Texas,2016,50,887
Washington,2016,50,58
Arizona,2016,51,591
California,2016,51,1233
Colorado,2016,51,66
Georgia,2016,51,1928
Illinois,2016,51,978
New York,2016,51,389
Pennsylvania,2016,51,215
Texas,2016,51,951
Washington,2016,51,73
Arizona,2016,52,479
California,2016,52,1419
Colorado,2016,52,2
Georgia,2016,52,2084
Illinois,2016,52,1234
New York,2016,52,537
Pennsylvania,2016,52,298
Texas,2016,52,960
Washington,2016,52,91
Arizona,2017,1,540
California,2017,1,1559
Colorado,2017,1,65
Georgia,2017,1,1982
Illinois,2017,1,1267
New York,2017,1,584
Pennsylvania,2017,1,351
Texas,2017,1,1076
Washington,2017,1,97
Arizona,2017,2,585
California,2017,2,1490
Colorado,2017,2,55
Georgia,2017,2,1923
Illinois,2017,2,1350
New York,2017,2,736
Pennsylvania,2017,2,358
Texas,2017,2,1450
Washington,2017,2,113
Arizona,2017,3,567
California,2017,3,1441
Colorado,2017,3,79
Georgia,2017,3,2379
Illinois,2017,3,1443
New York,2017,3,913
Pennsylvania,2017,3,465
Texas,2017,3,1563
Washington,2017,3,186
Arizona,2017,4,569
California,2017,4,1700
Colorado,2017,4,70
Georgia,2017,4,2370
Illinois,2017,4,1640
New York,2017,4,1174
Pennsylvania,2017,4,535
Texas,2017,4,1868
Washington,2017,4,130
Arizona,2017,5,647
California,2017,5,1667
Colorado,2017,5,83
Georgia,2017,5,2666
Illinois,2017,5,1810
New York,2017,5,1431
Pennsylvania,2017,5,655
Texas,2017,5,2774
Washington,2017,5,101
Arizona,2017,6,670
California,2017,6,1395
Colorado,2017,6,73
Georgia,2017,6,3038
Illinois,2017,6,2297
New York,2017,6,1466
Pennsylvania,2017,6,735
Texas,2017,6,3508
Washington,2017,6,47
Arizona,2017,7,549
California,2017,7,1245
Colorado,2017,7,8
Georgia,2017,7,3221
Illinois,2017,7,2435
New York,2017,7,1153
Pennsylvania,2017,7,698
Texas,2017,7,2592
Washington,2017,7,41
Arizona,2017,8,564
California,2017,8,1080
Colorado,2017,8,49
Georgia,2017,8,3464
Illinois,2017,8,2284
New York,2017,8,811
Pennsylvania,2017,8,559
Texas,2017,8,2635
Washington,2017,8,34
Arizona,2017,9,668
California,2017,9,1082
Colorado,2017,9,60
Georgia,2017,9,2479
Illinois,2017,9,1743
New York,2017,9,407
Pennsylvania,2017,9,374
Texas,2017,9,2256
Washington,2017,9,35
Arizona,2017,10,604
California,2017,10,1091
Colorado,2017,10,56
Georgia,2017,10,2487
Illinois,2017,10,1759
New York,2017,10,419
Pennsylvania,2017,10,301
Texas,2017,10,2107
Washington,2017,10,20
Arizona,2017,11,506
California,2017,11,1155
Colorado,2017,11,45
Georgia,2017,11,2683
Illinois,2017,11,1450
New York,2017,11,383
Pennsylvania,2017,11,299
Texas,2017,11,1403
Washington,2017,11,26
Arizona,2017,12,559
California,2017,12,925
Colorado,2017,12,60
Georgia,2017,12,3146
Illinois,2017,12,1440
New York,2017,12,505
Pennsylvania,2017,12,259
Texas,2017,12,1258
Washington,2017,12,22
Arizona,2017,13,542
California,2017,13,845
Colorado,2017,13,53
Georgia,2017,13,2505
Illinois,2017,13,1348
New York,2017,13,568
Pennsylvania,2017,13,309
Texas,2017,13,1065
Washington,2017,13,32
Arizona,2017,14,488
California,2017,14,809
Colorado,2017,14,45
Georgia,2017,14,1503
Illinois,2017,14,1169
New York,2017,14,584
Pennsylvania,2017,14,245
Texas,2017,14,906
Washington,2017,14,16
Arizona,2017,15,380
California,2017,15,746
Colorado,2017,15,37
Georgia,2017,15,1147
Illinois,2017,15,764
New York,2017,15,343
Pennsylvania,2017,15,209
Texas,2017,15,835
Washington,2017,15,16
Arizona,2017,16,462
California,2017,16,776
Colorado,2017,16,43
Georgia,2017,16,1027
Illinois,2017,16,676
New York,2017,16,209
Pennsylvania,2017,16,191
Texas,2017,16,665
Washington,2017,16,15
Arizona,2017,17,420
California,2017,17,797
Colorado,2017,17,53
Georgia,2017,17,905
Illinois,2017,17,681
New York,2017,17,217
Pennsylvania,2017,17,161
Texas,2017,17,755
Washington,2017,17,16
Arizona,2017,18,487
California,2017,18,660
Colorado,2017,18,39
Georgia,2017,18,929
Illinois,2017,18,617
New York,2017,18,221
Pennsylvania,2017,18,148
Texas,2017,18,665
Washington,2017,18,12
Arizona,2017,19,342
California,2017,19,629
Colorado,2017,19,23
Georgia,2017,19,862
Illinois,2017,19,715
New York,2017,19,163
Pennsylvania,2017,19,94
Texas,2017,19,419
Washington,2017,19,14
Arizona,2017,20,444
California,2017,20,640
Colorado,2017,20,39
Georgia,2017,20,804
Illinois,2017,20,576
New York,2017,20,154
Pennsylvania,2017,20,101
Texas,2017,20,552
Washington,2017,20,15
Arizona,2017,21,436
California,2017,21,551
Colorado,2017,21,44
Georgia,2017,21,749
Illinois,2017,21,485
New York,2017,21,143
Pennsylvania,2017,21,69
Texas,2017,21,471
Washington,2017,21,9
Arizona,2017,22,314
California,2017,22,449
Colorado,2017,22,2
Georgia,2017,22,608
Illinois,2017,22,417
New York,2017,22,101
Pennsylvania,2017,22,73
Texas,2017,22,360
Washington,2017,22,13
Arizona,2017,23,318
California,2017,23,608
Colorado,2017,23,17
Georgia,2017,23,547
Illinois,2017,23,404
New York,2017,23,106
Pennsylvania,2017,23,75
Texas,2017,23,385
Washington,2017,23,3
Arizona,2017,24,261
California,2017,24,470
Colorado,2017,24,0
Georgia,2017,24,554
Illinois,2017,24,339
New York,2017,24,104
Pennsylvania,2017,24,58
Texas,2017,24,329
Washington,2017,24,9
Arizona,2017,25,158
California,2017,25,463
Colorado,2017,25,20
Georgia,2017,25,467
Illinois,2017,25,328
New York,2017,25,100
Pennsylvania,2017,25,52
Texas,2017,25,302
Washington,2017,25,4
Arizona,2017,26,230
California,2017,26,470
Colorado,2017,26,18
Georgia,2017,26,438
Illinois,2017,26,293
New York,2017,26,83
Pennsylvania,2017,26,36
Texas,2017,26,252
Washington,2017,26,5
Arizona,2017,27,162
California,2017,27,369
Colorado,2017,27,9
Georgia,2017,27,470
Illinois,2017,27,226
New York,2017,27,74
Pennsylvania,2017,27,44
Texas,2017,27,256
Washington,2017,27,4
Arizona,2017,28,208
California,2017,28,366
Colorado,2017,28,13
Georgia,2017,28,398
Illinois,2017,28,276
New York,2017,28,59
Pennsylvania,2017,28,37
Texas,2017,28,238
Washington,2017,28,3
Arizona,2017,29,211
California,2017,29,397
Colorado,2017,29,7
Georgia,2017,29,322
Illinois,2017,29,238
New York,2017,29,74
Pennsylvania,2017,29,52
Texas,2017,29,182
Washington,2017,29,5
Arizona,2017,30,218
California,2017,30,342
Colorado,2017,30,5
Georgia,2017,30,343
Illinois,2017,30,242
New York,2017,30,66
Pennsylvania,2017,30,45
Texas,2017,30,264
Washington,2017,30,4
Arizona,2017,31,231
California,2017,31,307
Colorado,2017,31,16
Georgia,2017,31,372
Illinois,2017,31,256
New York,2017,31,67
Pennsylvania,2017,31,69
Texas,2017,31,260
Washington,2017,31,10
Arizona,2017,32,175
California,2017,32,337
Colorado,2017,32,19
Georgia,2017,32,484
Illinois,2017,32,249
New York,2017,32,71
Pennsylvania,2017,32,36
Texas,2017,32,214
Washington,2017,32,4
Arizona,2017,33,242
California,2017,33,340
Colorado,2017,33,15
Georgia,2017,33,687
Illinois,2017,33,273
New York,2017,33,74
Pennsylvania,2017,33,41
Texas,2017,33,206
Washington,2017,33,4
Arizona,2017,34,476
California,2017,34,439
Colorado,2017,34,21
Georgia,2017,34,767
Illinois,2017,34,263
New York,2017,34,86
Pennsylvania,2017,34,46
Texas,2017,34,347
Washington,2017,34,8
Arizona,2017,35,391
California,2017,35,506
Colorado,2017,35,37
Georgia,2017,35,809
Illinois,2017,35,299
New York,2017,35,83
Pennsylvania,2017,35,60
Texas,2017,35,331
Washington,2017,35,13
Arizona,2017,36,225
California,2017,36,490
Colorado,2017,36,36
Georgia,2017,36,822
Illinois,2017,36,354
New York,2017,36,79
Pennsylvania,2017,36,60
Texas,2017,36,371
Washington,2017,36,16
Arizona,2017,37,334
California,2017,37,652
Colorado,2017,37,145
Georgia,2017,37,784
Illinois,2017,37,476
New York,2017,37,88
Pennsylvania,2017,37,75
Texas,2017,37,477
Washington,2017,37,16
Arizona,2017,38,212
California,2017,38,621
Colorado,2017,38,103
Georgia,2017,38,790
Illinois,2017,38,469
New York,2017,38,102
Pennsylvania,2017,38,82
Texas,2017,38,448
Washington,2017,38,19
Arizona,2017,39,152
California,2017,39,659
Colorado,2017,39,192
Georgia,2017,39,882
Illinois,2017,39,473
New York,2017,39,122
Pennsylvania,2017,39,92
Texas,2017,39,494
Washington,2017,39,14
Arizona,2017,40,406
California,2017,40,852
Colorado,2017,40,129
Georgia,2017,40,850
Illinois,2017,40,571
New York,2017,40,147
Pennsylvania,2017,40,611
Texas,2017,40,642
Washington,2017,40,12
Arizona,2017,41,373
California,2017,41,733
Colorado,2017,41,142
Georgia,2017,41,982
Illinois,2017,41,583
New York,2017,41,133
Pennsylvania,2017,41,534
Texas,2017,41,654
Washington,2017,41,28
Arizona,2017,42,374
California,2017,42,823
Colorado,2017,42,158
Georgia,2017,42,1022
Illinois,2017,42,485
New York,2017,42,187
Pennsylvania,2017,42,587
Texas,2017,42,641
Washington,2017,42,44
Arizona,2017,43,408
California,2017,43,906
Colorado,2017,43,145
Georgia,2017,43,1165
Illinois,2017,43,535
New York,2017,43,198
Pennsylvania,2017,43,557
Texas,2017,43,710
Washington,2017,43,17
Arizona,2017,44,471
California,2017,44,948
Colorado,2017,44,191
Georgia,2017,44,1208
Illinois,2017,44,549
New York,2017,44,204
Pennsylvania,2017,44,664
Texas,2017,44,774
Washington,2017,44,49
Arizona,2017,45,317
California,2017,45,950
Colorado,2017,45,220
Georgia,2017,45,1466
Illinois,2017,45,633
New York,2017,45,232
Pennsylvania,2017,45,764
Texas,2017,45,1109
Washington,2017,45,55
Arizona,2017,46,451
California,2017,46,1024
Colorado,2017,46,256
Georgia,2017,46,1541
Illinois,2017,46,610
New York,2017,46,239
Pennsylvania,2017,46,810
Texas,2017,46,1365
Washington,2017,46,43
Arizona,2017,47,215
California,2017,47,817
Colorado,2017,47,227
Georgia,2017,47,1624
Illinois,2017,47,545
New York,2017,47,195
Pennsylvania,2017,47,718
Texas,2017,47,1023
Washington,2017,47,56
Arizona,2017,48,615
California,2017,48,988
Colorado,2017,48,336
Georgia,2017,48,1650
Illinois,2017,48,906
New York,2017,48,277
Pennsylvania,2017,48,888
Texas,2017,48,1541
Washington,2017,48,70
Arizona,2017,49,449
California,2017,49,1236
Colorado,2017,49,379
Georgia,2017,49,1568
Illinois,2017,49,957
New York,2017,49,334
Pennsylvania,2017,49,826
Texas,2017,49,1678
Washington,2017,49,20
Arizona,2017,50,866
California,2017,50,1671
Colorado,2017,50,436
Georgia,2017,50,1683
Illinois,2017,50,1397
New York,2017,50,349
Pennsylvania,2017,50,852
Texas,2017,50,2764
Washington,2017,50,25
Arizona,2017,51,973
California,2017,51,2069
Colorado,2017,51,546
Georgia,2017,51,2199
Illinois,2017,51,1956
New York,2017,51,445
Pennsylvania,2017,51,1016
Texas,2017,51,3938
Washington,2017,51,39
Arizona,2017,52,1078
California,2017,52,2512
Colorado,2017,52,469
Georgia,2017,52,2412
Illinois,2017,52,2524
New York,2017,52,366
Pennsylvania,2017,52,1334
Texas,2017,52,1830
Washington,2017,52,257
Arizona,2018,1,1249
California,2018,1,2310
Colorado,2018,1,553
Georgia,2018,1,3067
Illinois,2018,1,2495
New York,2018,1,340
Pennsylvania,2018,1,1709
Texas,2018,1,3428
Washington,2018,1,267
Arizona,2018,2,951
California,2018,2,2361
Colorado,2018,2,686
Georgia,2018,2,4731
Illinois,2018,2,2465
New York,2018,2,648
Pennsylvania,2018,2,1739
Texas,2018,2,4047
Washington,2018,2,352
Arizona,2018,3,1056
California,2018,3,1963
Colorado,2018,3,665
Georgia,2018,3,6284
Illinois,2018,3,2370
New York,2018,3,842
Pennsylvania,2018,3,2246
Texas,2018,3,3966
Washington,2018,3,286
Arizona,2018,4,923
California,2018,4,2038
Colorado,2018,4,793
Georgia,2018,4,7656
Illinois,2018,4,2560
New York,2018,4,1355
Pennsylvania,2018,4,3116
Texas,2018,4,5203
Washington,2018,4,345
Arizona,2018,5,756
California,2018,5,2369
Colorado,2018,5,977
Georgia,2018,5,8032
Illinois,2018,5,2720
New York,2018,5,1674
Pennsylvania,2018,5,3680
Texas,2018,5,4996
Washington,2018,5,247
Arizona,2018,6,996
California,2018,6,2116
Colorado,2018,6,863
Georgia,2018,6,8949
Illinois,2018,6,2552
New York,2018,6,1678
Pennsylvania,2018,6,4221
Texas,2018,6,4450
Washington,2018,6,210
Arizona,2018,7,948
California,2018,7,1879
Colorado,2018,7,740
Georgia,2018,7,6528
Illinois,2018,7,2414
New York,2018,7,1588
Pennsylvania,2018,7,4352
Texas,2018,7,3598
Washington,2018,7,181
Arizona,2018,8,885
California,2018,8,1619
Colorado,2018,8,672
Georgia,2018,8,3190
Illinois,2018,8,1879
New York,2018,8,875
Pennsylvania,2018,8,3145
Texas,2018,8,2638
Washington,2018,8,176
Arizona,2018,9,778
California,2018,9,1870
Colorado,2018,9,554
Georgia,2018,9,1961
Illinois,2018,9,1279
New York,2018,9,576
Pennsylvania,2018,9,2149
Texas,2018,9,1833
Washington,2018,9,123
Arizona,2018,10,535
California,2018,10,1813
Colorado,2018,10,455
Georgia,2018,10,1783
Illinois,2018,10,1081
New York,2018,10,402
Pennsylvania,2018,10,1420
Texas,2018,10,1286
Washington,2018,10,93
Arizona,2018,11,550
California,2018,11,1658
Colorado,2018,11,360
Georgia,2018,11,1655
Illinois,2018,11,1051
New York,2018,11,345
Pennsylvania,2018,11,1319
Texas,2018,11,817
Washington,2018,11,114
Arizona,2018,12,640
California,2018,12,1457
Colorado,2018,12,313
Georgia,2018,12,1381
Illinois,2018,12,958
New York,2018,12,249
Pennsylvania,2018,12,1289
Texas,2018,12,853
Washington,2018,12,113
Arizona,2018,13,575
California,2018,13,1167
Colorado,2018,13,225
Georgia,2018,13,1342
Illinois,2018,13,811
New York,2018,13,275
Pennsylvania,2018,13,1174
Texas,2018,13,762
Washington,2018,13,86
Arizona,2018,14,565
California,2018,14,1082
Colorado,2018,14,222
Georgia,2018,14,1211
Illinois,2018,14,781
New York,2018,14,212
Pennsylvania,2018,14,1186
Texas,2018,14,530
Washington,2018,14,79
Arizona,2018,15,566
California,2018,15,903
Colorado,2018,15,150
Georgia,2018,15,1147
Illinois,2018,15,695
New York,2018,15,240
Pennsylvania,2018,15,894
Texas,2018,15,437
Washington,2018,15,50
Arizona,2018,16,483
California,2018,16,888
Colorado,2018,16,146
Georgia,2018,16,979
Illinois,2018,16,506
New York,2018,16,237
Pennsylvania,2018,16,732
Texas,2018,16,696
Washington,2018,16,47
Arizona,2018,17,450
California,2018,17,934
Colorado,2018,17,176
Georgia,2018,17,850
Illinois,2018,17,578
New York,2018,17,177
Pennsylvania,2018,17,715
Texas,2018,17,624
Washington,2018,17,21
Arizona,2018,18,434
California,2018,18,876
Colorado,2018,18,136
Georgia,2018,18,942
Illinois,2018,18,445
New York,2018,18,232
Pennsylvania,2018,18,598
Texas,2018,18,570
Washington,2018,18,23
Arizona,2018,19,386
California,2018,19,828
Colorado,2018,19,109
Georgia,2018,19,897
Illinois,2018,19,423
New York,2018,19,165
Pennsylvania,2018,19,495
Texas,2018,19,509
Washington,2018,19,25
Arizona,2018,20,357
California,2018,20,708
Colorado,2018,20,97
